degraded_image,degradation_type,reference_image,source_reference_path
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/6082_lowlight.png,low_light,6082.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/6082.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/6082_blur.png,blur,6082.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/6082.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/608_img__blue.png,blue_cast,608_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/608_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/608_img__green.png,green_cast,608_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/608_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/608_img__lowlight.png,low_light,608_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/608_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/608_img__blur.png,blur,608_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/608_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/609_img__blue.png,blue_cast,609_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/609_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/609_img__green.png,green_cast,609_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/609_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/609_img__lowlight.png,low_light,609_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/609_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/609_img__blur.png,blur,609_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/609_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/60_img__blue.png,blue_cast,60_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/60_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/60_img__green.png,green_cast,60_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/60_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/60_img__lowlight.png,low_light,60_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/60_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/60_img__blur.png,blur,60_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/60_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/610_img__blue.png,blue_cast,610_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/610_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/610_img__green.png,green_cast,610_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/610_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/610_img__lowlight.png,low_light,610_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/610_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/610_img__blur.png,blur,610_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/610_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/611_img__blue.png,blue_cast,611_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/611_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/611_img__green.png,green_cast,611_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/611_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/611_img__lowlight.png,low_light,611_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/611_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/611_img__blur.png,blur,611_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/611_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/612_img__blue.png,blue_cast,612_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/612_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/612_img__green.png,green_cast,612_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/612_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/612_img__lowlight.png,low_light,612_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/612_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/612_img__blur.png,blur,612_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/612_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/613_img__blue.png,blue_cast,613_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/613_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/613_img__green.png,green_cast,613_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/613_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/613_img__lowlight.png,low_light,613_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/613_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/613_img__blur.png,blur,613_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/613_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/614_img__blue.png,blue_cast,614_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/614_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/614_img__green.png,green_cast,614_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/614_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/614_img__lowlight.png,low_light,614_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/614_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/614_img__blur.png,blur,614_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/614_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/615_img__blue.png,blue_cast,615_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/615_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/615_img__green.png,green_cast,615_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/615_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/615_img__lowlight.png,low_light,615_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/615_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/615_img__blur.png,blur,615_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/615_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/616_img__blue.png,blue_cast,616_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/616_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/616_img__green.png,green_cast,616_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/616_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/616_img__lowlight.png,low_light,616_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/616_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/616_img__blur.png,blur,616_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/616_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/617_img__blue.png,blue_cast,617_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/617_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/617_img__green.png,green_cast,617_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/617_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/617_img__lowlight.png,low_light,617_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/617_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/617_img__blur.png,blur,617_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/617_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/618_img__blue.png,blue_cast,618_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/618_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/618_img__green.png,green_cast,618_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/618_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/618_img__lowlight.png,low_light,618_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/618_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/618_img__blur.png,blur,618_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/618_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/619_img__blue.png,blue_cast,619_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/619_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/619_img__green.png,green_cast,619_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/619_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/619_img__lowlight.png,low_light,619_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/619_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/619_img__blur.png,blur,619_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/619_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/61_img__blue.png,blue_cast,61_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/61_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/61_img__green.png,green_cast,61_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/61_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/61_img__lowlight.png,low_light,61_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/61_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/61_img__blur.png,blur,61_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/61_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/620_img__blue.png,blue_cast,620_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/620_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/620_img__green.png,green_cast,620_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/620_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/620_img__lowlight.png,low_light,620_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/620_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/620_img__blur.png,blur,620_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/620_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/621_img__blue.png,blue_cast,621_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/621_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/621_img__green.png,green_cast,621_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/621_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/621_img__lowlight.png,low_light,621_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/621_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/621_img__blur.png,blur,621_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/621_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/622_img__blue.png,blue_cast,622_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/622_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/622_img__green.png,green_cast,622_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/622_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/622_img__lowlight.png,low_light,622_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/622_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/622_img__blur.png,blur,622_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/622_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/623_img__blue.png,blue_cast,623_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/623_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/623_img__green.png,green_cast,623_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/623_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/623_img__lowlight.png,low_light,623_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/623_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/623_img__blur.png,blur,623_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/623_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/625_img__blue.png,blue_cast,625_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/625_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/625_img__green.png,green_cast,625_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/625_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/625_img__lowlight.png,low_light,625_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/625_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/625_img__blur.png,blur,625_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/625_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/626_img__blue.png,blue_cast,626_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/626_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/626_img__green.png,green_cast,626_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/626_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/626_img__lowlight.png,low_light,626_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/626_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/626_img__blur.png,blur,626_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/626_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/627_img__blue.png,blue_cast,627_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/627_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/627_img__green.png,green_cast,627_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/627_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/627_img__lowlight.png,low_light,627_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/627_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/627_img__blur.png,blur,627_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/627_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/628_img__blue.png,blue_cast,628_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/628_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/628_img__green.png,green_cast,628_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/628_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/628_img__lowlight.png,low_light,628_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/628_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/628_img__blur.png,blur,628_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/628_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/629_img__blue.png,blue_cast,629_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/629_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/629_img__green.png,green_cast,629_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/629_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/629_img__lowlight.png,low_light,629_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/629_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/629_img__blur.png,blur,629_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/629_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/62_img__blue.png,blue_cast,62_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/62_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/62_img__green.png,green_cast,62_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/62_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/62_img__lowlight.png,low_light,62_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/62_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/62_img__blur.png,blur,62_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/62_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/630_img__blue.png,blue_cast,630_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/630_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/630_img__green.png,green_cast,630_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/630_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/630_img__lowlight.png,low_light,630_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/630_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/630_img__blur.png,blur,630_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/630_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/631_img__blue.png,blue_cast,631_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/631_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/631_img__green.png,green_cast,631_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/631_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/631_img__lowlight.png,low_light,631_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/631_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/631_img__blur.png,blur,631_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/631_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/632_img__blue.png,blue_cast,632_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/632_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/632_img__green.png,green_cast,632_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/632_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/632_img__lowlight.png,low_light,632_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/632_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/632_img__blur.png,blur,632_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/632_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/633_img__blue.png,blue_cast,633_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/633_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/633_img__green.png,green_cast,633_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/633_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/633_img__lowlight.png,low_light,633_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/633_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/633_img__blur.png,blur,633_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/633_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/634_img__blue.png,blue_cast,634_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/634_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/634_img__green.png,green_cast,634_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/634_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/634_img__lowlight.png,low_light,634_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/634_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/634_img__blur.png,blur,634_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/634_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/635_img__blue.png,blue_cast,635_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/635_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/635_img__green.png,green_cast,635_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/635_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/635_img__lowlight.png,low_light,635_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/635_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/635_img__blur.png,blur,635_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/635_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/636_img__blue.png,blue_cast,636_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/636_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/636_img__green.png,green_cast,636_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/636_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/636_img__lowlight.png,low_light,636_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/636_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/636_img__blur.png,blur,636_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/636_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/637_img__blue.png,blue_cast,637_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/637_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/637_img__green.png,green_cast,637_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/637_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/637_img__lowlight.png,low_light,637_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/637_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/637_img__blur.png,blur,637_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/637_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/638_img__blue.png,blue_cast,638_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/638_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/638_img__green.png,green_cast,638_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/638_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/638_img__lowlight.png,low_light,638_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/638_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/638_img__blur.png,blur,638_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/638_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/639_img__blue.png,blue_cast,639_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/639_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/639_img__green.png,green_cast,639_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/639_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/639_img__lowlight.png,low_light,639_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/639_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/639_img__blur.png,blur,639_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/639_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/63_img__blue.png,blue_cast,63_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/63_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/63_img__green.png,green_cast,63_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/63_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/63_img__lowlight.png,low_light,63_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/63_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/63_img__blur.png,blur,63_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/63_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/640_img__blue.png,blue_cast,640_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/640_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/640_img__green.png,green_cast,640_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/640_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/640_img__lowlight.png,low_light,640_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/640_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/640_img__blur.png,blur,640_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/640_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/641_img__blue.png,blue_cast,641_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/641_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/641_img__green.png,green_cast,641_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/641_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/641_img__lowlight.png,low_light,641_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/641_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blur/641_img__blur.png,blur,641_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/641_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/blue_cast/642_img__blue.png,blue_cast,642_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/642_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/green_cast/642_img__green.png,green_cast,642_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/642_img_.png
/workspace/underwater_enhancement/data/processed/physical_degradation/low_light/642_img__lowlight.png,low_light,642_img_.png,/workspace/underwater_enhancement/data/raw_underwater/UIEB/reference-890/642_img_.png
